    0 	     1
    1 	     2
    2 	     2
    3 	     3
    4 	     2
    5 	     2
    6 	     3
    7 	     2
    8 	     2
    9 	     3
   10 	     2
   11 	     2
   12 	     2
   13 	     2
   14 	     3
   15 	     1
   16 	     3
   17 	     1
   18 	     2
   19 	     2
   20 	     3
   21 	     2
   22 	     2
   23 	     2
   24 	     2
   25 	     3
   26 	     3
   27 	     2
   28 	     2
   29 	     1
   30 	     1
   31 	     3
   32 	     1
   33 	     1
   34 	     1
   35 	     1
   36 	     1
   37 	     1
   38 	     1
   39 	     1
   40 	     2
   41 	     2
   42 	     2
   43 	     4
   44 	     2
   45 	     4
   46 	     4
   47 	     4
   48 	     2
   49 	     1
   50 	     1
   51 	     1
   52 	     1
   53 	     1
   54 	     1
   55 	     1
   56 	     1
   57 	     1
   58 	     1
   59 	     1
   60 	     2
   61 	     2
   62 	     2
   63 	     2
   64 	     5
   65 	     2
   66 	     1
   67 	     2
   68 	     5
   69 	     1
   70 	     1
   71 	     1
   72 	     1
   73 	     1
   74 	     1
   75 	     1
   76 	     1
   77 	     1
   78 	     1
   79 	     1
   80 	     2
   81 	     2
   82 	     2
   83 	     6
   84 	     2
   85 	     2
   86 	     1
   87 	     1
   88 	     2
   89 	     1
   90 	     1
   91 	     1
   92 	     2
   93 	     1
   94 	     1
   95 	     1
   96 	     1
   97 	     1
   98 	     1
   99 	     1
  100 	     1
  101 	     1
  102 	     2
  103 	     2
  104 	     2
  105 	     2
  106 	     7
  107 	     2
  108 	     2
  109 	     2
  110 	     1
  111 	     2
  112 	     2
  113 	     1
  114 	     1
  115 	     1
  116 	     1
  117 	     1
  118 	     1
  119 	     1
  120 	     1
  121 	     1
  122 	     1
  123 	     1
  124 	     1
  125 	     2
  126 	     2
  127 	     2
  128 	     3
  129 	     3
  130 	     2
  131 	     2
  132 	     2
  133 	     2
  134 	     1
  135 	     1
  136 	     1
  137 	     1
  138 	     1
  139 	     1
  140 	     1
  141 	     1
  142 	     1
  143 	     1
  144 	     1
  145 	     2
  146 	     2
  147 	     2
  148 	     2
  149 	     2
  150 	     3
  151 	     2
  152 	     2
  153 	     3
  154 	     1
  155 	     1
  156 	     1
  157 	     1
  158 	     1
  159 	     1
  160 	     1
  161 	     1
  162 	     1
  163 	     1
  164 	     1
  165 	     1
  166 	     1
  167 	     2
  168 	     2
  169 	     2
  170 	     4
  171 	     2
  172 	     2
  173 	     2
  174 	     2
  175 	     1
  176 	     1
  177 	     1
  178 	     1
  179 	     1
  180 	     1
  181 	     1
  182 	     2
  183 	     1
  184 	     1
  185 	     1
  186 	     1
  187 	     1
  188 	     2
  189 	     2
  190 	     2
  191 	     4
  192 	     2
  193 	     2
  194 	     2
  195 	     2
  196 	     1
  197 	     2
  198 	     1
  199 	     1
  200 	     1
  201 	     1
  202 	     1
  203 	     1
  204 	     1
  205 	     1
  206 	     1
  207 	     1
  208 	     1
  209 	     1
  210 	     1
  211 	     1
  212 	     2
  213 	     2
  214 	     2
  215 	     2
  216 	     2
  217 	     2
  218 	     2
  219 	     1
  220 	     2
  221 	     1
  222 	     1
  223 	     1
  224 	     1
  225 	     1
  226 	     1
  227 	     1
  228 	     1
  229 	     1
  230 	     1
  231 	     1
  232 	     1
  233 	     2
  234 	     1
  235 	     2
  236 	     2
  237 	     2
  238 	     2
  239 	     2
  240 	     2
  241 	     2
  242 	     2
  243 	     1
  244 	     1
  245 	     1
  246 	     1
  247 	     1
  248 	     1
  249 	     1
  250 	     1
  251 	     1
  252 	     1
  253 	     1
  254 	     1
  255 	     1
  256 	     1
  257 	     2
  258 	     2
  259 	     2
  260 	     2
  261 	     2
  262 	     2
  263 	     1
  264 	     1
  265 	     1
  266 	     2
  267 	     1
  268 	     1
  269 	     2
  270 	     1
  271 	     1
  272 	     1
  273 	     1
  274 	     2
  275 	     1
  276 	     1
  277 	     1
  278 	     1
  279 	     1
  280 	     2
  281 	     2
  282 	     2
  283 	     2
  284 	     2
  285 	     2
  286 	     2
  287 	     2
  288 	     1
  289 	     1
  290 	     1
  291 	     1
  292 	     1
  293 	     1
  294 	     1
  295 	     1
  296 	     1
  297 	     1
  298 	     1
  299 	     1
  300 	     1
  301 	     2
  302 	     2
  303 	     2
  304 	     2
  305 	     2
  306 	     2
  307 	     2
  308 	     1
  309 	     1
  310 	     1
